#This is a tab-delimited file. Additional Documentation can be found at http://www.mothur.org/wiki/MIMarks_Data_Packages.
#Please fill all the required fields indicated with '*'
#Unknown or inapplicable fields can be assigned 'missing' value.
#You may add extra custom fields to this template. Make sure all the fields are separated by tabs.
#You may remove any fields not required (marked with '*'). Make sure all the fields are separated by tabs.
#You can edit this template using Microsoft Excel or any other editor. But while saving the file please make sure to save them as 'TAB-DELIMITED' TEXT FILE.
#MIMARKS.survey.host-associated.4.0
#{sample name}	{description of sample}	{sample title}	{description of library_construction_protocol}	{http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Undef&id=408169&lvl=3&keep=1&srchmode=1&unlock}	{Date of sampling, in "DD-Mmm-YYYY", "Mmm-YYYY" or "YYYY" format (eg., 30-Oct-1990, Oct-1990 or 1990) or ISO 8601 standard "YYYY-mm-dd", "YYYY-mm" or "YYYY-mm-ddThh:mm:ss" (eg., 1990-10-30, 1990-10 or 1990-10-30T14:41:36)}	{descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{descriptor of the local environment. Examples include: harbor, cliff, or lake. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{material that was displaced by the sample, or material in which a sample was embedded, prior to the sampling event. Examples include: air, soil, or water. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{Geographical origin of the sample; use the appropriate name from this list http://www.insdc.org/documents/country-qualifier-vocabulary. Use a colon to separate the country or ocean from more detailed information about the location, eg "Canada: Vancouver" or "Germany: halfway down Zugspitze, Alps"}	{The natural (as opposed to laboratory) host to the organism from which the sample was obtained. Use the full taxonomic name, eg, "Homo sapiens".}	{The geographical coordinates of the location where the sample was collected. Specify as degrees latitude and longitude in format "d[d.dddd] N|S d[dd.dddd] W|E", eg, 38.98 N 77.11 W}
#{text}	{text}	{text}	{text}	{controlled vacabulary}	{{timestamp}}	{{term}}	{{term}}	{{term}}	{{term}:{term}:{text}}	{{none}}	{{float} {float}}
group	mouse_id	day	weight	cfu	antibiotic	collection_date	treatment_diluton	metadata_label	exp	dob	cage	outcome	timepoint	sample_name	description	sample_title	seq_methods	organism	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon
4_11_L_d8	-4_11_L	8	26.2	0	Streptomycin	2020-01-31	-4	4_11_L_d8	11	2019-10-31	-4_11	cleared	dpi	4_11_L_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -4_11_L cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_L , Day 8 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_R_d8	-4_11_R	8	24	0	Streptomycin	2020-01-31	-4	4_11_R_d8	11	2019-10-31	-4_11	cleared	dpi	4_11_R_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -4_11_R cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_R , Day 8 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_30_d8	-3_11_30	8	25.3	0	Streptomycin	2020-01-31	-3	3_11_30_d8	11	2019-10-31	-3_11	cleared	dpi	3_11_30_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -3_11_30 cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_30 , Day 8 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_3L_d8	-3_11_3L	8	25.2	0	Streptomycin	2020-01-31	-3	3_11_3L_d8	11	2019-10-31	-3_11	cleared	dpi	3_11_3L_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -3_11_3L cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_3L , Day 8 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_3R_d8	-3_11_3R	8	27.5	0	Streptomycin	2020-01-31	-3	3_11_3R_d8	11	2019-10-31	-3_11	cleared	dpi	3_11_3R_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -3_11_3R cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_3R , Day 8 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_11_0_d8	-2_11_0	8	25.6	0	Streptomycin	2020-01-31	-2	2_11_0_d8	11	2019-12-06	-2_11	cleared	dpi	2_11_0_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -2_11_0 cage -2_11 , which received the fecal community transplant treatment -2	Mouse -2_11_0 , Day 8 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_11_R_d8	-2_11_R	8	25.8	0	Streptomycin	2020-01-31	-2	2_11_R_d8	11	2019-12-06	-2_11	cleared	dpi	2_11_R_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -2_11_R cage -2_11 , which received the fecal community transplant treatment -2	Mouse -2_11_R , Day 8 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_11_10_d8	-1_11_10	8	29.3	0	Streptomycin	2020-01-31	-1	1_11_10_d8	11	2019-09-27	-1_11	cleared	dpi	1_11_10_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -1_11_10 cage -1_11 , which received the fecal community transplant treatment -1	Mouse -1_11_10 , Day 8 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_11_1R_d8	-1_11_1R	8	30.8	0	Streptomycin	2020-01-31	-1	1_11_1R_d8	11	2019-09-27	-1_11	cleared	dpi	1_11_1R_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -1_11_1R cage -1_11 , which received the fecal community transplant treatment -1	Mouse -1_11_1R , Day 8 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_11_R_d9	NT_11_R	9	29.5	14000000	Streptomycin	2020-02-01	PBS	NT_11_R_d9	11	2019-09-27	NT_11	colonized	dpi	NT_11_R_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse NT_11_R cage NT_11 , which received the fecal community transplant treatment PBS	Mouse NT_11_R , Day 9 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_11_0_d9	-6_11_0	9	24.2	16000000	Streptomycin	2020-02-01	-6	6_11_0_d9	11	2019-11-18	-6_11	colonized	dpi	6_11_0_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -6_11_0 cage -6_11 , which received the fecal community transplant treatment -6	Mouse -6_11_0 , Day 9 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_11_R_d9	-6_11_R	9	26.2	28000000	Streptomycin	2020-02-01	-6	6_11_R_d9	11	2019-11-18	-6_11	colonized	dpi	6_11_R_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -6_11_R cage -6_11 , which received the fecal community transplant treatment -6	Mouse -6_11_R , Day 9 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_11_20_d9	-5_11_20	9	27.8	560000	Streptomycin	2020-02-01	-5	5_11_20_d9	11	2019-10-05	-5_11	colonized	dpi	5_11_20_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -5_11_20 cage -5_11 , which received the fecal community transplant treatment -5	Mouse -5_11_20 , Day 9 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_11_2R_d9	-5_11_2R	9	29.2	220000	Streptomycin	2020-02-01	-5	5_11_2R_d9	11	2019-10-05	-5_11	colonized	dpi	5_11_2R_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -5_11_2R cage -5_11 , which received the fecal community transplant treatment -5	Mouse -5_11_2R , Day 9 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_0_d9	-4_11_0	9	28.5	0	Streptomycin	2020-02-01	-4	4_11_0_d9	11	2019-10-31	-4_11	cleared	dpi	4_11_0_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -4_11_0 cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_0 , Day 9 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_L_d9	-4_11_L	9	25.9	0	Streptomycin	2020-02-01	-4	4_11_L_d9	11	2019-10-31	-4_11	cleared	dpi	4_11_L_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -4_11_L cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_L , Day 9 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_R_d9	-4_11_R	9	24	0	Streptomycin	2020-02-01	-4	4_11_R_d9	11	2019-10-31	-4_11	cleared	dpi	4_11_R_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -4_11_R cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_R , Day 9 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_30_d9	-3_11_30	9	25.5	0	Streptomycin	2020-02-01	-3	3_11_30_d9	11	2019-10-31	-3_11	cleared	dpi	3_11_30_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -3_11_30 cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_30 , Day 9 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_3L_d9	-3_11_3L	9	25.3	0	Streptomycin	2020-02-01	-3	3_11_3L_d9	11	2019-10-31	-3_11	cleared	dpi	3_11_3L_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -3_11_3L cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_3L , Day 9 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_3R_d9	-3_11_3R	9	27.7	0	Streptomycin	2020-02-01	-3	3_11_3R_d9	11	2019-10-31	-3_11	cleared	dpi	3_11_3R_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -3_11_3R cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_3R , Day 9 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_11_0_d9	-2_11_0	9	25.8	0	Streptomycin	2020-02-01	-2	2_11_0_d9	11	2019-12-06	-2_11	cleared	dpi	2_11_0_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -2_11_0 cage -2_11 , which received the fecal community transplant treatment -2	Mouse -2_11_0 , Day 9 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_11_R_d9	-2_11_R	9	26.1	0	Streptomycin	2020-02-01	-2	2_11_R_d9	11	2019-12-06	-2_11	cleared	dpi	2_11_R_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -2_11_R cage -2_11 , which received the fecal community transplant treatment -2	Mouse -2_11_R , Day 9 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_11_10_d9	-1_11_10	9	29.3	0	Streptomycin	2020-02-01	-1	1_11_10_d9	11	2019-09-27	-1_11	cleared	dpi	1_11_10_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -1_11_10 cage -1_11 , which received the fecal community transplant treatment -1	Mouse -1_11_10 , Day 9 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_11_1R_d9	-1_11_1R	9	31.1	0	Streptomycin	2020-02-01	-1	1_11_1R_d9	11	2019-09-27	-1_11	cleared	dpi	1_11_1R_d9	Day 9 ,relative to C. difficile challenge, fecal sample from mouse -1_11_1R cage -1_11 , which received the fecal community transplant treatment -1	Mouse -1_11_1R , Day 9 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_11_0_d10	NT_11_0	10	28	6000000	Streptomycin	2020-02-02	PBS	NT_11_0_d10	11	2019-09-27	NT_11	colonized	dpi	NT_11_0_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse NT_11_0 cage NT_11 , which received the fecal community transplant treatment PBS	Mouse NT_11_0 , Day 10 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_11_R_d10	NT_11_R	10	29.5	44000000	Streptomycin	2020-02-02	PBS	NT_11_R_d10	11	2019-09-27	NT_11	colonized	dpi	NT_11_R_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse NT_11_R cage NT_11 , which received the fecal community transplant treatment PBS	Mouse NT_11_R , Day 10 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_11_0_d10	-6_11_0	10	24.4	40000000	Streptomycin	2020-02-02	-6	6_11_0_d10	11	2019-11-18	-6_11	colonized	dpi	6_11_0_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -6_11_0 cage -6_11 , which received the fecal community transplant treatment -6	Mouse -6_11_0 , Day 10 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_11_R_d10	-6_11_R	10	26	16000000	Streptomycin	2020-02-02	-6	6_11_R_d10	11	2019-11-18	-6_11	colonized	dpi	6_11_R_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -6_11_R cage -6_11 , which received the fecal community transplant treatment -6	Mouse -6_11_R , Day 10 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_11_20_d10	-5_11_20	10	27.4	360000	Streptomycin	2020-02-02	-5	5_11_20_d10	11	2019-10-05	-5_11	colonized	dpi	5_11_20_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -5_11_20 cage -5_11 , which received the fecal community transplant treatment -5	Mouse -5_11_20 , Day 10 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_11_2R_d10	-5_11_2R	10	29	480000	Streptomycin	2020-02-02	-5	5_11_2R_d10	11	2019-10-05	-5_11	colonized	dpi	5_11_2R_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -5_11_2R cage -5_11 , which received the fecal community transplant treatment -5	Mouse -5_11_2R , Day 10 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_0_d10	-4_11_0	10	28.5	0	Streptomycin	2020-02-02	-4	4_11_0_d10	11	2019-10-31	-4_11	cleared	dpi	4_11_0_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -4_11_0 cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_0 , Day 10 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_L_d10	-4_11_L	10	25.8	0	Streptomycin	2020-02-02	-4	4_11_L_d10	11	2019-10-31	-4_11	cleared	dpi	4_11_L_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -4_11_L cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_L , Day 10 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_R_d10	-4_11_R	10	23.5	0	Streptomycin	2020-02-02	-4	4_11_R_d10	11	2019-10-31	-4_11	cleared	dpi	4_11_R_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -4_11_R cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_R , Day 10 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_30_d10	-3_11_30	10	25.2	0	Streptomycin	2020-02-02	-3	3_11_30_d10	11	2019-10-31	-3_11	cleared	dpi	3_11_30_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -3_11_30 cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_30 , Day 10 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_3L_d10	-3_11_3L	10	25.4	0	Streptomycin	2020-02-02	-3	3_11_3L_d10	11	2019-10-31	-3_11	cleared	dpi	3_11_3L_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -3_11_3L cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_3L , Day 10 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_3R_d10	-3_11_3R	10	27.7	0	Streptomycin	2020-02-02	-3	3_11_3R_d10	11	2019-10-31	-3_11	cleared	dpi	3_11_3R_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -3_11_3R cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_3R , Day 10 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_11_0_d10	-2_11_0	10	25.9	0	Streptomycin	2020-02-02	-2	2_11_0_d10	11	2019-12-06	-2_11	cleared	dpi	2_11_0_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -2_11_0 cage -2_11 , which received the fecal community transplant treatment -2	Mouse -2_11_0 , Day 10 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_11_R_d10	-2_11_R	10	26.2	0	Streptomycin	2020-02-02	-2	2_11_R_d10	11	2019-12-06	-2_11	cleared	dpi	2_11_R_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -2_11_R cage -2_11 , which received the fecal community transplant treatment -2	Mouse -2_11_R , Day 10 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_11_10_d10	-1_11_10	10	29.5	0	Streptomycin	2020-02-02	-1	1_11_10_d10	11	2019-09-27	-1_11	cleared	dpi	1_11_10_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -1_11_10 cage -1_11 , which received the fecal community transplant treatment -1	Mouse -1_11_10 , Day 10 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_11_1R_d10	-1_11_1R	10	31	0	Streptomycin	2020-02-02	-1	1_11_1R_d10	11	2019-09-27	-1_11	cleared	dpi	1_11_1R_d10	Day 10 ,relative to C. difficile challenge, fecal sample from mouse -1_11_1R cage -1_11 , which received the fecal community transplant treatment -1	Mouse -1_11_1R , Day 10 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
inoculum_1to10e1_exp05_d2	NA	-1	NA	NA	NA	NA	inoculum	inoculum_1to10e1_exp05_d2	NA	NA	NA	NA	NA	inoculum_1to10e1_exp05_d2	Day -1 ,relative to C. difficile challenge, fecal sample from mouse NA cage NA , which received the fecal community transplant treatment inoculum	Mouse NA , Day -1 Treatment inoculum	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
inoculum_1to10e2_exp05_d2	NA	-1	NA	NA	NA	NA	inoculum	inoculum_1to10e2_exp05_d2	NA	NA	NA	NA	NA	inoculum_1to10e2_exp05_d2	Day -1 ,relative to C. difficile challenge, fecal sample from mouse NA cage NA , which received the fecal community transplant treatment inoculum	Mouse NA , Day -1 Treatment inoculum	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
inoculum_1to10e3_exp05_d2	NA	-1	NA	NA	NA	NA	inoculum	inoculum_1to10e3_exp05_d2	NA	NA	NA	NA	NA	inoculum_1to10e3_exp05_d2	Day -1 ,relative to C. difficile challenge, fecal sample from mouse NA cage NA , which received the fecal community transplant treatment inoculum	Mouse NA , Day -1 Treatment inoculum	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
inoculum_1to10e1_exp06_d2	NA	-1	NA	NA	NA	NA	inoculum	inoculum_1to10e1_exp06_d2	NA	NA	NA	NA	NA	inoculum_1to10e1_exp06_d2	Day -1 ,relative to C. difficile challenge, fecal sample from mouse NA cage NA , which received the fecal community transplant treatment inoculum	Mouse NA , Day -1 Treatment inoculum	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
inoculum_1to10e2_exp06_d2	NA	-1	NA	NA	NA	NA	inoculum	inoculum_1to10e2_exp06_d2	NA	NA	NA	NA	NA	inoculum_1to10e2_exp06_d2	Day -1 ,relative to C. difficile challenge, fecal sample from mouse NA cage NA , which received the fecal community transplant treatment inoculum	Mouse NA , Day -1 Treatment inoculum	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
inoculum_1to10e3_exp06_d2	NA	-1	NA	NA	NA	NA	inoculum	inoculum_1to10e3_exp06_d2	NA	NA	NA	NA	NA	inoculum_1to10e3_exp06_d2	Day -1 ,relative to C. difficile challenge, fecal sample from mouse NA cage NA , which received the fecal community transplant treatment inoculum	Mouse NA , Day -1 Treatment inoculum	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
inoculum1_1to10e1_exp07_d2	NA	-1	NA	NA	NA	NA	inoculum	inoculum1_1to10e1_exp07_d2	NA	NA	NA	NA	NA	inoculum1_1to10e1_exp07_d2	Day -1 ,relative to C. difficile challenge, fecal sample from mouse NA cage NA , which received the fecal community transplant treatment inoculum	Mouse NA , Day -1 Treatment inoculum	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
